P1_TT_d,P1_TT_n,P2_TT_d,P2_TT_n
0.048507731,0.20316742,0.0,0.013453624
0.035369478,0.12502,0.0,0.0067082039
0.05969087,0.16107762,0.0,0.005
0.057323643,0.16754104,0.0,0.01584298
0.082740558,0.062896741,0.0,0.013601471
0.10757323,0.17113153,0.0,0.0085440037
0.082134037,0.085475143,0.0,0.0090553851
0.029,0.098969692,0.0,0.0090553851
0.061098281,0.098878714,0.0,0.010440307
0.021213203,0.16891418,0.0,0.010723805
0.040360872,0.31559151,0.0,0.0042426407
0.026,0.14835768,0.0,0.003
0.037603191,0.087,0.0,0.0065574385
0.028142495,0.22635812,0.0,0.006
0.021656408,0.11601293,0.0,0.01
0.0073484692,0.098051007,0.0,0.0042426407
0.016431677,0.080882631,0.0,0.0058309519
0.012369317,0.06987131,0.0,0.0
0.0073484692,0.32055265,0.0,0.0
0.014317821,0.61828634,0.0,0.0
0.017262677,0.25904826,0.0,0.0
0.021236761,0.18331939,0.0,0.0
0.016370706,0.13336416,0.0,0.0
0.0067082039,0.34528104,0.0,0.0
0.0067082039,0.1283316,0.0,0.0
0.0042426407,0.085381497,0.0,0.0
0.009,0.16213883,0.0,0.0
0.023194827,0.081847419,0.0,0.0
0.031527766,0.0733553,0.0,0.0
0.009,0.041737274,0.0,0.0
0.021,0.053907328,0.0,0.0
0.018493242,0.018493242,0.0,0.0
0.017233688,0.034132096,0.0,0.0
0.024186773,0.028460499,0.0,0.0
0.0042426407,0.019899749,0.0,0.0
0.0073484692,0.09036039,0.0,0.0
0.0042426407,0.098863542,0.0,0.0
0.006,0.027730849,0.0,0.0
0.003,0.047528939,0.0,0.0
0.0042426407,0.085445889,0.0,0.0
0.013416408,0.029154759,0.0,0.0
0.010816654,0.12619429,0.0,0.0
0.012,0.17787636,0.0,0.0
0.016155494,0.14231654999999999,0.0,0.0
0.011224972,0.24287034,0.0,0.0
0.0042426407,0.19189841,0.0,0.0
0.015,0.16926015,0.0,0.0
0.003,0.18852321,0.0,0.0
0.011224972,0.14456832,0.0,0.0
0.0073484692,0.13030733,0.0,0.0
0.012369317,0.31894514,0.0,0.0
0.0067082039,0.18631962,0.0,0.0
0.003,0.20918413,0.0,0.0
0.023790755,0.097775252,0.0,0.0
0.014866069,0.11458621,0.0,0.0
0.015,0.043046487,0.0,0.0
0.017262677,0.32938124,0.0,0.0
0.013747727,0.15524819,0.0,0.0
0.048528342,0.49306592,0.0,0.0
0.055263008,0.17860011,0.0,0.0
0.046486557,0.41484575,0.0,0.0
0.035341194,0.10332473,0.0,0.0
0.01954482,0.12866235,0.0,0.0
0.038794329,0.12707872,0.0,0.0
0.03021589,0.091005494,0.0,0.0
0.097575612,0.15238766,0.0,0.0
0.075637292,0.1160431,0.0,0.0
0.056938563,0.12249898,0.0,0.0
0.066513157,0.16480595,0.0,0.0
0.057567352,0.12828484,0.0,0.0
0.016278821,0.18624983,0.0,0.0
0.02570992,0.1296341,0.0,0.0
0.13784774,0.21986587,0.0,0.0
0.10412492,0.22193242,0.0,0.0
0.054203321,0.33484623,0.0,0.0
0.10936636,0.20915544,0.0,0.0
0.029966648,0.12720849,0.0,0.0
0.0042426407,0.087045965,0.0,0.0
0.069411815,0.017233688,0.0,0.0
0.070844901,0.080286985,0.0,0.0
0.14515164,0.15069174,0.0,0.0
0.031464265,0.041545156,0.0,0.0
0.04835287,0.13998929,0.0,0.0
0.013747727,0.039115214,0.0,0.0
0.12396774,0.10509995,0.0,0.0
0.12390722,0.076720271,0.0,0.0
0.018493242,0.43172329,0.0,0.0
0.023430749,0.49237689,0.0,0.0
0.014071247,0.43727909,0.0,0.0
0.12022063,0.35528862,0.0,0.0
0.071281134,0.27727784,0.0,0.0
0.024738634,0.27746351,0.0,0.0
0.032939338,0.32895136,0.0,0.0
0.027,0.37367633,0.0,0.0
0.10102475,0.26015764,0.0,0.0
0.16703892,0.13309771,0.0,0.0
0.23159016,0.090199778,0.0,0.0
0.066370174,0.081621076,0.0,0.0
0.37098517,0.090049986,0.0,0.0
0.57623086,0.061212744,0.0,0.0
0.19539191,0.29508304,0.0,0.0
0.20903588,0.22433011,0.0,0.0
0.16667033,0.12954536,0.0,0.0
0.375016,0.034365681,0.0,0.0
0.3191144,0.035298725,0.0,0.0
0.052096065,0.036986484,0.0,0.0
0.30903721,0.027073973,0.0,0.0
0.17960512,0.083725743,0.0,0.0
0.029410882,0.093685645,0.0,0.0
0.064892218,0.21637468,0.0,0.0
0.023043437,0.2918527,0.0,0.0
0.068476273,0.35549121,0.0,0.0
0.019209373,0.10857716,0.0,0.0
0.015524175,0.02293469,0.0,0.0
0.012727922,0.20609221,0.0,0.0
0.018248288,0.10763828,0.0,0.0
0.013892444,0.33842281,0.0,0.0
0.0098488578,0.20922954,0.0,0.0
0.0051961524,0.16432285,0.0,0.0
0.013076697,0.21761893,0.0,0.0
0.006,0.078587531,0.0,0.0
0.016552945,0.13082049,0.0,0.0
0.022869193,0.18571214,0.0,0.0
0.0073484692,0.20164821,0.0,0.0
0.013416408,0.11275194,0.0,0.0
0.023388031,0.13907552,0.0,0.0
0.028913665,0.067779053,0.0,0.0
0.003,0.078549348,0.0,0.0
0.0096953597,0.093557469,0.0,0.0
0.049426713,0.061757591,0.0,0.0
0.14120906,0.15968406,0.0,0.0
0.21388315,0.15811705,0.0,0.0
0.11946966,0.10462791,0.0,0.0
0.021213203,0.13303007,0.0,0.0
0.019209373,0.14181678,0.0,0.0
0.020149442,0.13963882,0.0,0.0
0.017521415,0.072642962,0.0,0.0
0.016970563,0.11199107,0.0,0.0
0.015588457,0.35542932,0.0,0.0
0.036235342,0.17592612,0.0,0.0
0.022737634,0.22178142,0.0,0.0
0.014071247,0.033105891,0.0,0.0
0.0067082039,0.11022704,0.0,0.0
0.010440307,0.062177166,0.0,0.0
0.0051961524,0.08817029,0.0,0.0
0.003,0.086614087,0.0,0.0
0.012041595,0.17357707,0.0,0.0
0.0042426407,0.14209152,0.0,0.0
0.017748239,0.15864741,0.0,0.0
0.0067082039,0.03088689,0.0,0.0
0.0067082039,0.37163557,0.0,0.0
0.016970563,0.30955129,0.0,0.0
0.0124499,0.34146303,0.0,0.0
0.014628739,0.48182258,0.0,0.0
0.025651511,0.10615084,0.0,0.0
0.018027756,0.23558226,0.0,0.0
0.010816654,0.12516389,0.0,0.0
0.023043437,0.55550698,0.0,0.0
0.021424285,0.74646567,0.0,0.0
0.013453624,0.21795871,0.0,0.0
0.016822604,0.44084691,0.0,0.0
0.016431677,0.2256125,0.0,0.0
0.013747727,0.21206839,0.0,0.0
0.0099498744,0.16351758,0.0,0.0
0.027166155,0.13083577,0.0,0.0
0.020518285,0.076765878,0.0,0.0
0.008,0.14171803,0.0,0.0
0.015132746,0.065421709,0.0,0.0
0.012409674,0.19570641,0.0,0.0
0.011224972,0.059623821,0.0,0.0
0.009,0.16838349,0.0,0.0
0.011661904,0.044384682,0.0,0.0
0.003,0.18135049,0.0,0.0
0.014071247,0.091678787,0.0,0.0
0.0067082039,0.15948041,0.0,0.0
0.011661904,0.12738132,0.0,0.0
0.0065574385,0.038392708,0.0,0.0
0.027622455,0.020124612,0.0,0.0
0.050039984,0.027730849,0.0,0.0
0.09284934,0.040632499,0.0,0.0
0.066715815,0.046432747,0.0,0.0
0.035341194,0.03088689,0.0,0.0
0.003,0.10853571,0.0,0.0
0.010816654,0.053860932,0.0,0.0
0.014317821,0.033615473,0.0,0.0
0.02541653,0.05240229,0.0,0.0
0.0099498744,0.22298206,0.0,0.0
0.0067082039,0.46372945,0.0,0.0
0.009486833,0.47268594,0.0,0.0
0.010816654,0.279975,0.0,0.0
0.0073484692,0.052659282,0.0,0.0
0.010392305,0.1926707,0.0,0.0
0.010392305,0.1981565,0.0,0.0
0.009,0.096710909,0.0,0.0
0.009,0.1296071,0.0,0.0
0.013076697,0.2014423,0.0,0.0
0.0,0.10235233,0.0,0.0
0.0042426407,0.13634515,0.0,0.0
0.009,0.20240553,0.0,0.0
0.0084852814,0.14158037,0.0,0.0
0.012727922,0.13345411,0.0,0.0
0.0067082039,0.31871774,0.0,0.0
0.009,0.23493403,0.0,0.0
0.0042426407,0.08043631,0.0,0.0
0.0067082039,0.10698131,0.0,0.0
0.011224972,0.11236548,0.0,0.0
0.014317821,0.062201286,0.0,0.0
0.0051961524,0.039217343,0.0,0.0
0.027,0.011916375,0.0,0.0
0.031336879,0.06190315,0.0,0.0
0.012041595,0.35733877,0.0,0.0
0.063482281,0.4013415,0.0,0.0
0.088887569,0.69314212,0.0,0.0
0.0955301,0.49249365,0.0,0.0
0.040249224,2.2079552,0.0,0.0
0.074437894,1.2533655,0.0,0.0
0.057835975,0.089409172,0.0,0.0
0.028301943,0.10988175,0.0,0.0
0.012529964,0.16061445,0.0,0.0
0.028618176,0.15636496,0.0,0.0
0.070696535,0.3356814,0.0,0.0
0.04494441,0.18765127,0.0,0.0
0.039115214,0.2098833,0.0,0.0
0.009,0.36313496,0.0,0.0
0.013747727,0.36800815,0.0,0.0
0.0073484692,0.078441061,0.0,0.0
0.029,0.33337216,0.0,0.0
0.035566838,0.31152688,0.0,0.0
0.021213203,0.090746901,0.0,0.0
0.022671568,0.091706052,0.0,0.0
0.038910153,0.10029457,0.0,0.0
0.079177017,0.056222771,0.0,0.0
0.081670068,0.056213877,0.0,0.0
0.055910643,0.07702597,0.0,0.0
0.030364453,0.052716221,0.0,0.0
0.052009614,0.062777384,0.0,0.0
0.086838931,0.020736441,0.0,0.0
0.12993845,0.043139309,0.0,0.0
0.024698178,0.10863241,0.0,0.0
0.018493242,0.05574047,0.0,0.0
0.018248288,0.10890822,0.0,0.0
0.02745906,0.10355675,0.0,0.0
0.012529964,0.20877021,0.0,0.0
0.011224972,0.062896741,0.0,0.0
0.013747727,0.063608176,0.0,0.0
0.009,0.071867934,0.0,0.0
0.019442222,0.037107951,0.0,0.0
0.025455844,0.036878178,0.0,0.0
0.0063245553,0.086452299,0.0,0.0
0.013892444,0.020736441,0.0,0.0
0.006,0.027568098,0.0,0.0
0.009,0.02184033,0.0,0.0
0.0073484692,0.043829214,0.0,0.0
0.016155494,0.034612137,0.0,0.0
0.009486833,0.040853396,0.0,0.0
0.013747727,0.042083251,0.0,0.0
0.009486833,0.044877611,0.0,0.0
0.009486833,0.019209373,0.0,0.0
0.01835756,0.045276926,0.0,0.0
0.01029563,0.0073484692,0.0,0.0
0.012727922,0.009,0.0,0.0
0.015297059,0.024186773,0.0,0.0
0.017349352,0.015297059,0.0,0.0
0.014525839,0.012369317,0.0,0.0
0.0042426407,0.026324893,0.0,0.0
0.0,0.006,0.0,0.0
0.0067082039,0.029849623,0.0,0.0
0.011224972,0.03630427,0.0,0.0
0.0073484692,0.041545156,0.0,0.0
0.009,0.010816654,0.0,0.0
0.0042426407,0.003,0.0,0.0
0.0067082039,0.0067082039,0.0,0.0
0.0073484692,0.011661904,0.0,0.0
0.017492856,0.035,0.0,0.0
0.035298725,0.012369317,0.0,0.0
0.033970576,0.023769729,0.0,0.0
0.040447497,0.029614186,0.0,0.0
0.028460499,0.015297059,0.0,0.0
0.041303753,0.017262677,0.0,0.0
0.035665109,0.033196385,0.0,0.0
0.012,0.035496479,0.0,0.0
0.033778692,0.042638011,0.0,0.0
0.049969991,0.03524202,0.0,0.0
0.03342155,0.067941151,0.0,0.0
0.029154759,0.032787193,0.0,0.0
0.01356466,0.093322023,0.0,0.0
0.048456166,0.031527766,0.0,0.0
0.031575307,0.037603191,0.0,0.0
0.025651511,0.10929318,0.0,0.0
0.015297059,0.053376025,0.0,0.0
0.0046904158,0.082316463,0.0,0.0
0.043965896,0.060580525,0.0,0.0
0.023430749,0.10358089,0.0,0.0
0.019026298,0.04209513,0.0,0.0
0.018493242,0.022472205,0.0,0.0
0.060216277,0.016093477,0.0,0.0
0.033436507,0.027892651,0.0,0.0
0.0073484692,0.075206383,0.0,0.0
0.024413111,0.052545219,0.0,0.0
0.009,0.065924199,0.0,0.0
0.021931712,0.088119237,0.0,0.0
0.007,0.09774968,0.0,0.0
0.015811388,0.026907248,0.0,0.0
0.035298725,0.12703936,0.0,0.0
0.044687806,0.067320131,0.0,0.0
0.015588457,0.1705755,0.0,0.0
0.061081912,0.12637247,0.0,0.0
0.10389418,0.086075548,0.0,0.0
0.16733499,0.1296958,0.0,0.0
0.086492774,0.11798729,0.0,0.0
0.024556058,0.034612137,0.0,0.0
0.044339599,0.31177235,0.0,0.0
0.028160256,0.17038192,0.0,0.0
0.027018512,0.15170366,0.0,0.0
0.026795522,0.061,0.0,0.0
0.11303097,0.03327161,0.0,0.0
0.4921707,0.027166155,0.0,0.0
0.48771918,0.018275667,0.0,0.0
0.14240084,0.016911535,0.0,0.0
0.37826049,0.013416408,0.0,0.0
0.77922397,0.024351591,0.0,0.0
0.45568191,0.012529964,0.0,0.0
0.33064331,0.022472205,0.0,0.0
0.28366353,0.028425341,0.0,0.0
0.87492685,0.016970563,0.0,0.0
0.56061662,0.012,0.0,0.0
0.053591044,0.016911535,0.0,0.0
0.24726908,0.012884099,0.0,0.0
0.11140018,0.0099498744,0.0,0.0
0.76552008,0.0073484692,0.0,0.0
0.95908342,0.013416408,0.0,0.0
0.98328887,0.016155494,0.0,0.0
0.80170942,0.011224972,0.0,0.0
0.88608352,0.017233688,0.0,0.0
1.1693272,0.0067082039,0.0,0.0
0.42361421,0.003,0.0,0.0
0.18266363,0.003,0.0,0.0
0.091874915,0.0042426407,0.0,0.0
0.46450404,0.003,0.0,0.0
0.54231356,0.013416408,0.0,0.0
0.20554805,0.013416408,0.0,0.0
0.22086648,0.0084852814,0.0,0.0
0.14030681,0.009486833,0.0,0.0
0.3187648,0.010392305,0.0,0.0
0.34042767,0.009,0.034698703,0.0
0.23112983,0.009486833,0.023622024,0.0
0.12574578,0.0099498744,0.037603191,0.0
0.23050813,0.0042426407,0.07222188,0.0
0.17323106,0.013747727,0.040112342,0.0
0.22574543,0.012369317,0.030166206,0.0
0.11104053,0.0067082039,0.0067082039,0.0
0.11271646,0.013416408,0.015132746,0.0
0.096358705,0.021213203,0.015427249,0.0
0.048600412,0.011224972,0.015231546,0.0
0.077858847,0.0099498744,0.017492856,0.0
0.064660653,0.0099498744,0.024020824,0.0
0.029086079,0.0073484692,0.0,0.0
0.11292918,0.011224972,0.012165525,0.0
0.054735729,0.0084852814,0.012165525,0.0
0.13047988,0.009486833,0.016155494,0.0
0.11883181,0.013076697,0.018439089,0.0
0.165,0.0067082039,0.032031235,0.0
0.34224845,0.0084852814,0.027622455,0.0
0.17592612,0.0067082039,0.084029757,0.0
0.13375724,0.0084852814,0.089179594,0.0
0.12241732,0.0067082039,0.2558007,0.0
0.11610771,0.010816654,0.082334683,0.0
0.11166915,0.0073484692,0.11109455,0.0
0.054286278,0.012884099,0.067334983,0.0
0.10891281,0.013453624,0.033301652,0.0
0.28140718,0.063757353,0.021213203,0.0
0.21870985,0.061424751,0.029765752,0.0
0.47140004,0.080956779,0.10933892,0.0
0.28329843,0.12450301,0.22813592,0.0
0.43657187,0.12445883,0.24256546,0.0
0.48659429,0.25098606,0.75840161,0.0
0.15710824,0.15725457,0.49879254,0.0
0.12054045,0.14889929,0.49563192,0.0
0.041545156,0.2583428,0.48872692,0.0
0.49564907,0.12092973,0.088938181,0.0
0.28139119,0.080162335,0.11726039,0.0
0.55995536,0.041340053,0.11797034,0.0
0.88188718,0.039698866,0.040644803,0.0
0.28484557,0.041412558,0.064730209,0.0
0.39345394,0.03088689,0.04236744,0.0
0.72241262,0.064195015,0.15083103,0.0
0.068534663,0.056160484,0.41087346,0.0
0.17712425,0.053037722,0.43347203,0.0
0.16861198,0.048518038,0.50301292,0.0
0.1190126,0.066738295,0.34831164,0.0
0.067475922,0.051009803,0.72457229,0.0
0.2971397,0.028896367,0.5190867,0.0
0.60950226,0.043416587,0.19120931,0.0
0.34552858,0.009486833,0.16598193,0.0
0.093257707,0.025179357,0.13128976,0.0
0.069526973,0.031112698,0.097041228,0.0
0.052801515,0.13038788,0.14602739,0.0
0.035341194,0.14358969,1.2222332,0.0
0.016970563,0.049568135,0.54072729,0.0
0.029698485,0.052411831,0.1021861,0.0
0.036249138,0.085076436,0.6226283,0.0
0.046615448,0.062817195,1.0255876,0.0
0.023622024,0.060440053,0.27970878,0.0
0.040926764,0.073627441,0.32720636,0.0
0.025079872,0.064101482,0.60496364,0.0
0.011661904,0.034727511,0.76909687,0.0
0.0067082039,0.033376639,0.61590259,0.0
0.026019224,0.027856777,0.35133175,0.0
0.026645825,0.054184869,0.46434578,0.0
0.025079872,0.057497826,0.40482836,0.0
0.035749126,0.048641546,0.15647044,0.0
0.055542776,0.075828754,0.13464769,0.0
0.011224972,0.05969087,0.43226959,0.0
0.069433421,0.061351447,0.076557168,0.0
0.092092345,0.055551778,0.45725595,0.0
0.088848185,0.053347915,0.20610919,0.0
0.089783072,0.060909769,0.1083559,0.0
0.11125646,0.035341194,0.10876121,0.0
0.067542579,0.049979996,0.099589156,0.0
0.045122057,0.044339599,0.085901106,0.0
0.058728187,0.033376639,0.15358385,0.0
0.070788417,0.020880613,0.071281134,0.0
0.030512293,0.020469489,0.1279453,0.0
0.039812058,0.017262677,0.064567794,0.0
0.025317978,0.01,0.039572718,0.0
0.0058309519,0.014628739,0.090072193,0.0
0.022869193,0.018027756,0.056124861,0.0058309519
0.017,0.012884099,0.032310989,0.0275318
0.017,0.0067082039,0.027820855,0.010440307
0.016552945,0.0036055513,0.026495283,0.011789826
0.029614186,0.003,0.027,0.011401754
0.062369865,0.0067082039,0.049859803,0.0073484692
0.027073973,0.0042426407,0.023600847,0.005
0.020124612,0.0036055513,0.042178193,0.003
0.0073484692,0.003,0.013416408,0.016278821
0.018,0.009,0.043185646,0.013928388
0.015,0.010440307,0.013747727,0.013341664
0.025942244,0.010816654,0.12355566,0.0090553851
0.032511536,0.009486833,0.086359713,0.012369317
0.015297059,0.011224972,0.14724809,0.019672316
0.015,0.02641969,0.38583675,0.033376639
0.03548239,0.01421267,0.37807274,0.019209373
0.030033315,0.012369317,0.8110672,0.044777226
0.021213203,0.012369317,0.75292297,0.017748239
0.013747727,0.0083666003,1.0099059,0.041243181
0.018,0.0078102497,0.77795116,0.030561414
0.025099801,0.0083666003,0.60216775,0.068007353
0.016970563,0.0067082039,0.22616808,0.083294658
0.02184033,0.0067082039,0.13201515,0.075670338
0.012369317,0.010440307,0.17773295,0.060033324
0.012369317,0.006,0.19790402,0.027568098
0.016278821,0.0042426407,0.58407191,0.058352378
0.012409674,0.0090553851,1.264615,0.054854353
0.0042426407,0.010440307,0.86448193,0.039408121
0.022135944,0.01029563,0.58339266,0.022449944
0.023043437,0.003,0.29092439,0.018493242
0.016431677,0.009486833,0.53685193,0.046829478
0.011224972,0.0058309519,0.20548723,0.039962482
0.043416587,0.0,0.03720215,0.017233688
0.022405357,0.01473092,0.10034939,0.013416408
0.021931712,0.01,0.14932515,0.003
0.011401754,0.0042426407,0.22035653,0.0098488578
0.012041595,0.0085440037,0.48398554,0.021424285
0.0073484692,0.0090553851,0.18670565,0.018973666
0.0099498744,0.0099498744,0.2339423,0.017804494
0.01029563,0.012727922,0.31789464,0.013928388
0.0042426407,0.0098488578,0.1578702,0.016583124
0.009,0.0067082039,0.38518827,0.045166359
0.0073484692,0.008,0.77040574,0.031527766
0.0042426407,0.0042426407,0.19257726,0.010816654
0.008,0.005,0.15516765,0.016370706
0.011,0.005,0.27027394,0.003
0.015066519,0.011401754,0.28275431,0.011224972
0.033837849,0.0042426407,0.16260689,0.01
0.068512773,0.0046904158,0.056797887,0.012409674
0.036837481,0.0,0.083695878,0.009
0.025475478,0.012369317,0.10749884,0.0099498744
0.010440307,0.015620499,0.23730571,0.012369317
0.015,0.012529964,0.069188149,0.024041631
0.015231546,0.0083666003,0.083839132,0.0067082039
0.0073484692,0.016155494,0.092141196,0.047106263
0.0067082039,0.0084852814,0.070221079,0.25501961
0.006,0.041340053,0.11175419,0.18742732
0.009486833,0.026907248,0.11738399,0.20616013
0.009,0.017,0.041880783,0.27920602
0.0042426407,0.024372115,0.037336309,0.18155715
0.0042426407,0.092070625,0.1430035,0.12624579
0.011224972,0.11671332,0.087926105,0.066648331
0.0042426407,0.033615473,0.16035897,0.13822084
0.025079872,0.084053554,0.067297845,0.12673595
0.030033315,0.088814413,0.22589378,0.17675972
0.012369317,0.046065171,0.22042232,0.16595481
0.016431677,0.049457052,0.28606468,0.049969991
0.030479501,0.036152455,0.34110849,0.027820855
0.014422205,0.033749074,0.29503559,0.050950957
0.020880613,0.078472925,0.31490634,0.040669399
0.321,0.088921314,0.55072135,0.021213203
0.88027382,0.063324561,0.85329303,0.024372115
1.1045931,0.055036352,0.78572642,0.055713553
0.65050519,0.061814238,0.32458281,0.028160256
0.64725034,0.046572524,0.26541665,0.015
0.29737014,0.042743421,0.14263941,0.045221676
0.15314699,0.03354102,0.077575769,0.039408121
0.31614079,0.024372115,0.017349352,0.0084852814
0.1390863,0.015297059,0.073986485,0.0085440037
0.17397126,0.024186773,0.091613318,0.0
0.48486905,0.009486833,0.018973666,0.0099498744
0.25395669,0.0073484692,0.017748239,0.009
0.41939361,0.006,0.044485953,0.022472205
0.1206814,0.013747727,0.0073484692,0.003
0.18805053,0.013416408,0.019442222,0.01029563
0.087607077,0.0067082039,0.011224972,0.020223748
0.15093376,0.0042426407,0.0042426407,0.010723805
0.31816505,0.0067082039,0.0051961524,0.033376639
0.36180381,0.0067082039,0.0042426407,0.031
0.48838509,0.010816654,0.011789826,0.027622455
0.50747217,0.012369317,0.020518285,0.052621288
0.79539298,0.003,0.013747727,0.34710517
0.68969776,0.0042426407,0.020248457,0.45877445
0.39489112,0.003,0.009486833,0.32371747
0.3508789,0.0042426407,0.009,0.17657293
0.33493432,0.006,0.009486833,0.061131007
0.23287336,0.0073484692,0.003,0.088124911
0.097943861,0.0067082039,0.006,0.034985711
0.088141931,0.006,0.003,0.029529646
0.037960506,0.003,0.0084852814,0.048228622
0.074114776,0.003,0.010816654,0.10387492
0.068271517,0.0073484692,0.0073484692,0.087618491
0.080808415,0.003,0.003,0.044011362
0.068359345,0.0067082039,0.010392305,0.069339743
0.031016125,0.0,0.009,0.060737139
0.037134889,0.0,0.0042426407,0.020124612
0.052810984,0.006,0.018,0.067609171
0.030512293,0.0073484692,0.014071247,0.10446531
0.023194827,0.003,0.017492856,0.078147297
0.010816654,0.003,0.0067082039,0.093155784
0.013416408,0.006,0.0067082039,0.0051961524
0.023043437,0.0067082039,0.0099498744,0.1153473
0.036619667,0.0067082039,0.0051961524,0.1229878
0.027092434,0.0067082039,0.011,0.05758472
0.038209946,0.011224972,0.021095023,0.086746758
0.045453273,0.011224972,0.12347064,0.062657801
0.045617979,0.017262677,0.07170774,0.30515734
0.02641969,0.013453624,0.33690503,0.37544374
0.0124499,0.023958297,0.12287392,0.40954731
0.0065574385,0.037349699,0.085076436,0.22267914
0.009486833,0.035298725,0.11893275,0.5377174
0.014696938,0.066340033,0.13367872,0.37444359
0.016822604,0.12358398,0.083701852,0.15199342
0.010440307,0.072532751,0.057801384,0.077955115
0.0098488578,0.16227446,0.061473572,0.015297059
0.011401754,0.10001,0.015297059,0.034799425
0.0084852814,0.10709342,0.10084642,0.02879236
0.006,0.071735626,0.10798611,0.010816654
0.006,0.16649625,0.069534164,0.003
0.0067082039,0.037363083,0.059033889,0.013892444
0.0096953597,0.12546314,0.051546096,0.013601471
0.005,0.23691771,0.13477759,0.0051961524
0.012727922,0.33318013,0.021931712,0.008
0.0067082039,0.31632104,0.059741108,0.011224972
0.015524175,0.23990623,0.17148178,0.018439089
0.015,0.77640711,0.19589028,0.017
0.012369317,0.86083796,0.045099889,0.01954482
0.012369317,1.0611367,0.13095801,0.0051961524
0.0067082039,0.67115497,0.12531959,0.017691806
0.019209373,0.43652033,0.12806639,0.020832667
0.013747727,0.22282504,0.050089919,0.026
0.0067082039,0.097596106,0.10968136,0.020469489
0.003,0.18070418,0.13785862,0.017233688
0.0042426407,0.14972642,0.096182119,0.037336309
0.012,0.5048059,0.089693924,0.11360458
0.012727922,0.25544667,0.04365776,0.24828411
0.013747727,0.33227248,0.055955339,0.19379112
0.003,0.26126232,0.018,0.78943081
0.010816654,0.12276807,0.23072494,0.89145948
0.0099498744,0.30718887,0.17795786,0.24438903
0.0042426407,0.93655646,0.09712878,0.14750254
0.0051961524,0.94255928,0.31330018,0.52194253
0.0051961524,0.5458498,1.7442904,0.15693629
0.012727922,0.57338818,0.7733324,0.043737855
0.0099498744,0.48883944,0.17235139,0.018681542
0.0099498744,0.47625728,0.72736511,0.029580399
0.011224972,0.35085325,0.5304762,0.017262677
0.051156622,0.34315448,0.3863017,0.017748239
0.097821266,0.14664924,0.57909326,0.013747727
0.052971691,0.10319884,0.20743433,0.027166155
0.063953108,0.10336827,0.47070798,0.019442222
0.017748239,0.062457986,0.23480417,0.021095023
0.022045408,0.079195959,0.59091285,0.03748333
0.036633318,0.14976648,0.20144726,0.021
0.021,0.07752419,0.20207919,0.021794495
0.016552945,0.060638272,0.19761579,0.009486833
0.0042426407,0.064822835,0.048476799,0.023086793
0.011224972,0.088385519,0.013892444,0.037175261
0.021931712,0.07273926,0.0084852814,0.036592349
0.03522783,0.15526429,0.018601075,0.0092195445
0.0051961524,0.1121918,0.024372115,0.0063245553
0.055794265,0.27742386,0.0084852814,0.010816654
0.05574047,0.65432484,0.03748333,0.0096953597
0.003,0.50746034,0.016155494,0.015297059
0.034146742,0.24364523,0.025651511,0.012529964
0.069949982,0.25562864,0.022869193,0.003
0.062513998,0.30339908,0.014071247,0.005
0.035637059,0.095760117,0.014696938,0.015132746
0.013747727,0.039736633,0.0042426407,0.021725561
0.06910861,0.036728735,0.0042426407,0.012529964
0.075960516,0.074652528,0.006,0.012884099
0.074067537,0.12668859,0.012727922,0.0067082039
0.041833001,0.091547802,0.0,0.012884099
0.014317821,0.074572113,0.010816654,0.011224972
0.015264338,0.092703829,0.021,0.015297059
0.040669399,0.023430749,0.028896367,0.015297059
0.057775427,0.011224972,0.021931712,0.017233688
0.059380131,0.043920383,0.014071247,0.016970563
0.069491007,0.022869193,0.015524175,0.012727922
0.078504777,0.35039549,0.017,0.016370706
0.032449961,0.25949374,0.013416408,0.16534207
0.056302753,0.30018161,0.012727922,0.20155644
0.030265492,0.13100382,0.013747727,0.13960659
0.043874822,0.22927712,0.016155494,0.031780497
0.036891733,0.12075181,0.024738634,0.035
0.024939928,0.16865646,0.021,0.051400389
0.04330127,0.28438354,0.020124612,0.048383882
0.03906405,0.37569402,0.019442222,0.04365776
0.040422766,0.38734094,0.012369317,0.023043437
0.040926764,0.078364533,0.0067082039,0.018788294
0.059816386,0.13264238,0.0099498744,0.01029563
0.043703547,0.12319091,0.0042426407,0.027440845
0.012369317,0.13274411,0.003,0.049809638
0.014422205,0.1042545,0.006,0.034669872
0.012884099,0.17943801,0.009486833,0.017262677
0.011401754,0.47295983,0.0099498744,0.028600699
0.012369317,0.18075674,0.009486833,0.030232433
0.015588457,0.11734138,0.009486833,0.014071247
0.0042426407,0.088141931,0.006,0.028390139
0.0051961524,0.12395564,0.0042426407,0.037336309
0.003,0.21315956,0.003,0.011224972
0.0042426407,0.079555012,0.009,0.020808652
0.006,0.10303883,0.018,0.014628739
0.009,0.015297059,0.018973666,0.012409674
0.0067082039,0.14283207,0.010816654,0.025
0.0084852814,0.13209845,0.022649503,0.034014703
0.0099498744,0.13688316,0.012727922,0.018681542
0.0067082039,0.051107729,0.0067082039,0.032449961
0.0067082039,0.056674509,0.0067082039,0.2247176
0.006,0.058292367,0.011224972,0.38375643
0.0042426407,0.2098833,0.006,0.35408756
0.009486833,0.16928674,0.0,0.10713543
0.0099498744,0.34077852,0.016155494,0.41846505
